_te_acc_mean,_te_loss_min,_te_loss_mean,_tr_acc_mean,_tr_loss_mean,_te_acc_min
0.094770215,45.90608,46.723766,0.097061776,46.32591,0.09693621
0.096106865,36.202927,36.493713,0.09640441,36.24726,0.10122776
