_te_acc,_te_loss,_tr_acc,_tr_loss
0.9242,0.26583484,0.92240006,0.2807208
0.9398,0.20824021,0.94200003,0.19305561
0.9528,0.1541167,0.9468,0.17111035
0.96019995,0.13191463,0.96620005,0.11756478
0.96660006,0.119396865,0.9654,0.11972041
0.9692001,0.10428728,0.96860003,0.10091103
0.9693999,0.10210911,0.97160006,0.091802634
0.9682001,0.10319359,0.9708001,0.09078319
0.96900004,0.09384217,0.9768001,0.07934127
0.9732,0.09103109,0.9802001,0.06267542
0.9682001,0.09929591,0.9778001,0.06451309
0.97480005,0.08082139,0.9824,0.05692965
0.97840005,0.069489785,0.98480004,0.05122383
0.97440004,0.088718615,0.9876,0.045110695
0.97580004,0.080708034,0.9836,0.04863473
0.97560006,0.08171745,0.9872001,0.044082683
0.97560006,0.08196008,0.9858,0.044183593
0.9754001,0.078007676,0.99000007,0.03274619
0.9824,0.055936646,0.9940001,0.0223069
0.9814,0.0682113,0.993,0.02744298
0.9782,0.07442172,0.9888,0.034489345
0.976,0.0823366,0.99340004,0.021547161
0.97540003,0.09145276,0.99160004,0.027281482
0.97620004,0.07993462,0.9890001,0.034999188
