_te_acc,_te_loss,_tr_acc,_tr_loss
0.093977585,22.757666,0.0966223,22.610823
0.0943216,12.50709,0.09634177,12.433816
0.0952375,2.3031676,0.0958875,2.3029563
0.0963875,2.302608,0.09576563,2.3026004
0.09757187,2.302587,0.095615625,2.3026063
0.09698437,2.3025777,0.09579375,2.3025923
0.0971125,2.3025784,0.096878126,2.3025913
0.0952,2.302603,0.096203126,2.3025804
0.09608438,2.3026035,0.0965125,2.302598
0.09643438,2.3026054,0.0968375,2.3026059
0.096065626,2.3025935,0.095975,2.302604
0.0961375,2.3025954,0.0950375,2.3026054
0.09631875,2.3026097,0.09540938,2.302585
0.095775,2.3026237,0.0958875,2.3025799
0.09555312,2.3026452,0.09632187,2.3025906
0.096146874,2.3025982,0.09631875,2.3026092
0.096690625,2.302595,0.096334375,2.3026052
0.09586562,2.3025782,0.095209375,2.3025846
0.09536563,2.3026028,0.09545937,2.3025832
0.094896875,2.302617,0.09643438,2.3025794
0.09515,2.3026075,0.096471876,2.30258
0.09515312,2.302616,0.09551875,2.3025923
0.096475,2.3026009,0.09574375,2.302596
0.09622812,2.3025815,0.09608125,2.302588
0.09575,2.3025923,0.09622812,2.3025753
0.09630313,2.3025792,0.0961,2.3025882
0.09718125,2.3025923,0.096784376,2.3025978
0.097446874,2.3025863,0.096146874,2.3026054
0.09780625,2.3025804,0.09657188,2.3026085
0.09629375,2.302596,0.09660625,2.30261
0.09634688,2.3026023,0.096465625,2.3026032
0.09678125,2.302601,0.09607188,2.3026035
0.09701875,2.3025968,0.096196875,2.3026161
0.09653125,2.3026075,0.0961,2.302612
0.095971875,2.3025923,0.09582187,2.3025956
0.09581562,2.3026044,0.09546875,2.302595
0.094725,2.302625,0.09604375,2.3025725
0.09535625,2.3026083,0.095575,2.3025815
0.09516875,2.3026023,0.09555,2.3025813
0.096146874,2.3025813,0.09564687,2.302598
0.096103124,2.3026056,0.09685,2.302591
0.0957125,2.302608,0.0965,2.3025718
0.0948125,2.3026178,0.09580938,2.3025756
0.09554687,2.3026161,0.0951125,2.3025765
0.09540625,2.3026145,0.09571563,2.3025832
0.09491563,2.3026183,0.09688438,2.302587
0.09531875,2.3026013,0.09608438,2.302602
0.095528126,2.3025842,0.09551875,2.3025954
0.09638438,2.3025856,0.0958625,2.3025913
0.09629375,2.3025749,0.0961125,2.302596
0.09686875,2.3025835,0.0962875,2.3025887
0.09577812,2.3026037,0.09576563,2.3025746
0.095225,2.3026,0.09612813,2.302572
0.09585,2.302595,0.096146874,2.302602
0.09585,2.3025975,0.096190624,2.3026037
0.09561875,2.3026097,0.0962,2.3025868
0.09509375,2.3026,0.09590625,2.3025901
0.09445938,2.3026137,0.09578437,2.3026063
0.09565625,2.3025992,0.096225,2.3026226
0.09635625,2.302609,0.09665625,2.3026216
0.09697188,2.3026278,0.09626562,2.3026009
0.09608438,2.3026323,0.09649687,2.3025992
0.09557813,2.3026018,0.09567813,2.302623
0.09518438,2.302612,0.0956,2.3025916
0.09555937,2.3025985,0.09545937,2.3025851
0.095978126,2.302588,0.09608125,2.3025954
0.09632187,2.30258,0.09664375,2.3025787
0.09559687,2.302598,0.095484376,2.3026028
0.09564687,2.3025985,0.09632187,2.3026097
0.095965624,2.302591,0.09591562,2.3026004
0.095971875,2.3026006,0.095375,2.3026125
0.095665626,2.3026054,0.0954875,2.3026092
0.095471874,2.3026047,0.096328124,2.3026009
0.0956875,2.302596,0.09630625,2.3025846
0.09645312,2.3025885,0.0958125,2.3025894
0.09537187,2.3026018,0.09524062,2.3025873
0.09463438,2.3026097,0.094809376,2.302598
0.09495938,2.3025987,0.09528125,2.3025897
0.096109375,2.302593,0.09555,2.3026164
