_te_acc,_te_loss,_tr_acc,_tr_loss
0.10176262,25.242996,0.10244538,25.132154
0.10155663,13.990727,0.10221827,13.929584
0.102275,2.7882333,0.10230625,2.7773926
0.10205313,2.7859757,0.10282187,2.7763655
0.101671875,2.7849348,0.102621876,2.7759712
0.101584375,2.784619,0.10217813,2.7750735
0.101803124,2.7867458,0.1022375,2.7728224
0.10199375,2.7811143,0.102934375,2.773988
0.10219687,2.7767286,0.1032375,2.7720604
0.1019875,2.7777524,0.103075,2.7707598
0.102171876,2.7770677,0.10311875,2.7699594
0.10290313,2.7747042,0.10312188,2.7665484
0.102434374,2.774406,0.10365625,2.7633023
0.101715624,2.7748516,0.10366563,2.7610111
0.10186563,2.7736735,0.1037,2.7623668
0.102475,2.770995,0.10267813,2.764178
0.102475,2.7706614,0.10178125,2.7640905
0.10182188,2.767009,0.101853125,2.7615848
0.10225,2.7663636,0.10259687,2.7588053
0.102753125,2.7623727,0.102846876,2.7569447
0.102875,2.7625003,0.103465624,2.75221
0.10222188,2.7613933,0.103696875,2.7502031
0.10301875,2.759726,0.10378125,2.7494
0.103175,2.762529,0.1030875,2.7560458
0.102971874,2.7606947,0.10335313,2.7555952
0.103028126,2.7575052,0.1035125,2.7521
0.10323125,2.7537339,0.10425625,2.748472
0.1032125,2.7532096,0.10452812,2.7475922
0.1027375,2.7541344,0.10437813,2.7477624
0.1026625,2.7537177,0.10439063,2.7451031
0.103153124,2.7521656,0.1043375,2.7395203
0.103746876,2.7505147,0.103878126,2.7377086
0.10318437,2.7486875,0.10426562,2.7370243
0.102396876,2.7472675,0.1036625,2.7376857
0.102796875,2.744519,0.1039875,2.7361887
0.10281875,2.7455738,0.10381562,2.7355652
0.10395,2.7426066,0.10361563,2.735194
0.10447813,2.7408082,0.10376562,2.7322593
0.10389063,2.7390304,0.103740625,2.7316349
0.10296562,2.739819,0.10409062,2.7332394
0.10214687,2.7408204,0.104634374,2.7307117
0.10367188,2.738443,0.10484687,2.7306743
0.10343438,2.7342005,0.104925,2.7319446
0.1034125,2.7353013,0.10429688,2.7303636
0.1031375,2.7328935,0.104575,2.7249026
0.103521876,2.732139,0.1044,2.7217548
0.10362188,2.72889,0.10431875,2.7220247
0.103275,2.727635,0.10419688,2.7218578
0.1038375,2.730371,0.1035875,2.7252128
0.10383125,2.7299612,0.10428125,2.7228703
0.10352813,2.729787,0.10421875,2.7224114
0.1033875,2.729513,0.1048,2.7169023
0.104146875,2.7248797,0.10461875,2.7140908
0.1041,2.7206933,0.104875,2.7132533
0.10400625,2.718657,0.10499375,2.718183
0.10465938,2.7171242,0.10475312,2.718263
0.10425313,2.718564,0.104634374,2.7134192
0.10355,2.7208593,0.10423125,2.7086458
0.10351875,2.7194757,0.104553126,2.707104
0.10405,2.7138817,0.10363125,2.7096217
0.10379375,2.713287,0.10420313,2.7116172
0.10389688,2.7141817,0.10456563,2.7112663
0.10372187,2.7130446,0.10471875,2.7076895
0.10429375,2.7125123,0.10481875,2.7048109
0.105134375,2.7082477,0.104675,2.7028413
0.10536875,2.706465,0.10444062,2.703321
0.10475,2.7055054,0.10445,2.6987028
0.10435937,2.7086604,0.10454375,2.6984153
0.10466562,2.7079027,0.1054125,2.6973417
0.10466562,2.7051945,0.10546563,2.6990645
0.10525,2.7018018,0.105628125,2.696889
0.10535,2.6976626,0.10525625,2.6957812
0.104725,2.6990588,0.10502187,2.6953607
0.10402188,2.701448,0.10516875,2.6943414
0.10430625,2.7026024,0.10600625,2.6908395
0.10445,2.6993651,0.10615312,2.6912134
0.10506562,2.6980348,0.10631563,2.6918378
0.10507187,2.696931,0.10537188,2.689472
0.10578437,2.6938496,0.10565625,2.6856186
0.10553125,2.6928153,0.10569063,2.6862829
0.10443125,2.6934364,0.10589375,2.6882036
0.10424688,2.6954896,0.1062,2.6872263
0.1047,2.6949508,0.10603125,2.6855452
0.10553125,2.6912396,0.106215626,2.6815872
0.106475,2.6859334,0.106259376,2.6787126
0.1068,2.680852,0.10595938,2.6788533
0.10573125,2.6851578,0.10550625,2.6794074
0.10529062,2.6863866,0.10524063,2.676406
0.10544375,2.6836896,0.10525312,2.674579
0.10618438,2.6836603,0.10595938,2.677933
0.10565312,2.681006,0.1063125,2.6777759
0.10546563,2.6809704,0.10681563,2.6734915
0.10543437,2.6812701,0.10702813,2.6688347
0.10545625,2.6804674,0.106215626,2.669127
0.106025,2.6786532,0.105846874,2.6689029
0.10646875,2.6768286,0.106246874,2.6690176
0.10564063,2.6773076,0.1072625,2.6664608
0.106246874,2.674486,0.10631563,2.6680913
0.106775,2.6716638,0.106175,2.6696653
0.106296875,2.673032,0.10606875,2.6704772
0.10645,2.6724641,0.105978124,2.6685016
0.10646562,2.6722827,0.10676875,2.6650145
0.1059375,2.6712198,0.107515626,2.6626902
0.10582812,2.6719196,0.10781562,2.661952
0.10642187,2.670494,0.1073125,2.6619105
0.10677187,2.6670496,0.10605312,2.664237
0.10631875,2.66587,0.1059375,2.6621296
0.10626563,2.6642601,0.10638125,2.6614714
0.10758437,2.6637294,0.10721875,2.6576896
0.106890626,2.6646688,0.107575,2.6565676
0.10592187,2.6650698,0.10767187,2.6560638
0.105896875,2.6642866,0.10754062,2.6549878
0.10622813,2.6632948,0.10769375,2.6538448
0.10785,2.6593425,0.10775313,2.6521254
0.10775937,2.6566048,0.10741875,2.654152
0.1080125,2.65724,0.10722187,2.654719
0.107696876,2.6577504,0.1070375,2.654839
0.10705625,2.6544483,0.10655312,2.6536367
0.10682812,2.6540003,0.106659375,2.6540246
0.106528126,2.6539578,0.1075125,2.6535614
0.107109375,2.6525085,0.10776875,2.6496918
0.10760938,2.6503923,0.10766563,2.6497574
0.10777187,2.6518743,0.107778125,2.6470532
0.10748125,2.6514876,0.10761875,2.6466231
0.10720625,2.6505413,0.1071,2.6472392
0.1077,2.6488688,0.10714062,2.6454785
0.1077625,2.6479995,0.10856875,2.6448407
0.10814375,2.6466768,0.10803437,2.6450644
0.10794687,2.6485302,0.108053125,2.6405816
0.107328124,2.6462967,0.1083125,2.6375692
0.1081,2.6440632,0.10842188,2.6365411
0.108409375,2.6434221,0.10820937,2.6389015
0.10725938,2.643761,0.1082875,2.638377
0.106615625,2.6429694,0.107909374,2.6359887
0.10785,2.6391823,0.10904375,2.6323934
0.107875,2.63943,0.109128125,2.630521
0.10801875,2.638099,0.10900938,2.6283236
0.10786875,2.639447,0.109025,2.6276278
0.10825937,2.6371393,0.10900313,2.6291447
0.10850938,2.6365345,0.109221876,2.6318634
0.10900625,2.633973,0.10924687,2.6301646
0.10820625,2.6346672,0.10897812,2.6299474
0.10871875,2.6357098,0.108584374,2.6334057
0.10905313,2.63389,0.10898125,2.628593
0.10840625,2.6313317,0.10830312,2.6263769
0.10889062,2.6274042,0.10860625,2.6247172
0.10855,2.6290555,0.10865937,2.625408
0.108546875,2.6309464,0.1087625,2.6244922
0.1083,2.6305943,0.10860938,2.6233675
0.10861562,2.6290882,0.10832813,2.6211705
0.10918438,2.6259718,0.10855938,2.6213245
0.109525,2.6234906,0.10884062,2.6220918
0.1091375,2.6238477,0.10861875,2.6210353
0.10909688,2.6243103,0.108546875,2.6208448
0.10844062,2.6246457,0.10900625,2.6195338
0.10895625,2.6224608,0.1093125,2.6193686
0.109803125,2.6201565,0.10934062,2.6204305
0.10924375,2.6205847,0.109534375,2.6169946
0.1086625,2.6230083,0.1095375,2.61491
0.1093,2.62142,0.10976563,2.6148953
0.10980625,2.6186512,0.11058125,2.611335
0.11009375,2.6187668,0.110290624,2.6136692
0.10944375,2.6188865,0.11004375,2.6114945
0.1097375,2.6163516,0.10999375,2.6119668
0.1096125,2.6153505,0.11028437,2.6111593
0.110078126,2.6148622,0.11015625,2.6102653
