_te_acc,_te_loss,_tr_acc,_tr_loss
0.09918854,50.15935,0.10031077,49.55265
0.099235,40.092373,0.09986924,39.717365
0.09973125,30.01569,0.100109376,29.814138
0.1002125,29.82655,0.100725,29.626925
0.09994063,29.502922,0.1005125,29.293013
0.099925,29.291006,0.09994375,29.014954
0.10057188,29.00977,0.0998375,28.721666
0.10092188,28.643066,0.100196876,28.492956
0.1013,28.330446,0.10166562,28.099272
0.1013875,28.085375,0.10153125,27.866405
0.10192187,27.839157,0.10177813,27.61011
0.10155,27.567326,0.10218438,27.344637
0.101875,27.402382,0.102209374,27.092815
0.10200625,27.21199,0.10274375,26.817278
0.10288125,26.900732,0.10275625,26.584812
0.10319062,26.663168,0.10304375,26.42374
0.10316875,26.435987,0.10339063,26.192547
0.10361875,26.270838,0.10366875,26.019535
0.10368437,26.001793,0.10355625,25.884771
0.103465624,25.786682,0.10320625,25.59166
0.1035875,25.531937,0.1034375,25.415865
0.104059376,25.220692,0.102978125,25.104538
0.10394063,25.126211,0.10341875,24.916348
0.10355625,25.042583,0.1035125,24.85241
0.10398125,24.775772,0.1038375,24.731098
0.10443438,24.513859,0.10411875,24.405678
0.104459375,24.363178,0.10425625,24.308804
0.10416875,24.23011,0.10460313,24.12612
0.10409375,23.99505,0.104146875,23.869284
0.10457812,23.711437,0.10430625,23.538015
0.1044875,23.549295,0.1047375,23.401083
0.10455,23.444813,0.10520937,23.257402
0.10515313,23.291452,0.10518125,23.067045
0.105671875,23.103165,0.10579687,22.872938
0.10507187,22.884079,0.1056375,22.796106
0.1047625,22.76054,0.10543437,22.57571
0.105525,22.57622,0.10535,22.411879
0.10559688,22.421427,0.10561875,22.223438
0.1057375,22.259262,0.105496876,22.082762
0.105625,22.071522,0.1064875,21.86943
0.10520312,22.001831,0.1066125,21.740986
0.10586875,21.871367,0.10648125,21.600475
0.10641562,21.672487,0.10669062,21.374926
0.105825,21.497797,0.106525,21.324602
0.10650625,21.335861,0.10612813,21.223957
0.10723125,21.143791,0.105490625,21.199337
0.107575,21.050879,0.10640313,21.034588
0.106434375,20.991356,0.10700937,20.905365
0.10675938,20.861065,0.10725,20.801788
0.1073875,20.675806,0.107284375,20.67493
0.10750625,20.573149,0.1069625,20.53523
0.10779688,20.495882,0.1061625,20.312538
0.10824063,20.361696,0.10649688,20.137257
0.10832813,20.17182,0.10769375,20.03896
0.10805625,19.972422,0.108134374,19.931831
0.10852812,19.874548,0.10797188,19.867085
0.10830312,19.781847,0.108459376,19.789587
0.10826562,19.669817,0.108278126,19.676981
0.10929062,19.600306,0.109075,19.545328
0.1096375,19.466135,0.1101375,19.332563
0.1095875,19.294388,0.11045625,19.168692
0.10975,19.15755,0.110525,19.080818
0.109853126,19.037806,0.11086562,18.978476
0.1102375,19.05793,0.11107813,18.84359
0.11115625,18.961582,0.111465625,18.734795
0.111590624,18.819906,0.11084375,18.73552
0.1111625,18.674402,0.11078125,18.57855
0.11170625,18.607079,0.11157812,18.487974
0.11197813,18.4679,0.11155,18.336718
0.1125,18.361755,0.111778125,18.31119
0.1130875,18.239466,0.11280625,18.281033
0.113346875,18.181074,0.11346875,18.141315
0.11315625,18.079756,0.1134,17.951202
0.11330625,17.964165,0.11332188,17.79694
0.1139625,17.901653,0.112984374,17.743193
0.11408438,17.779549,0.11355937,17.756006
0.11451875,17.664637,0.1133875,17.634415
0.115328126,17.532875,0.11359375,17.505884
0.1155375,17.473585,0.11440937,17.38526
0.115409374,17.392876,0.11494063,17.37719
0.11555625,17.369923,0.115865625,17.276415
0.11566562,17.304663,0.11524375,17.178545
0.11586875,17.160303,0.11630625,17.036898
0.1163375,16.975979,0.11649375,16.980846
0.117025,16.9118,0.115990624,16.911346
0.1176125,16.89182,0.116496876,16.830915
0.117890626,16.795004,0.1165125,16.731672
0.11741875,16.691195,0.116175,16.671413
0.11816875,16.622955,0.11675625,16.583544
0.118553124,16.50446,0.11772812,16.458944
0.119325,16.418306,0.11804687,16.341978
0.11965,16.329958,0.11744375,16.377813
0.11971562,16.260376,0.1177375,16.263659
0.11933125,16.201433,0.11856563,16.158617
0.119678125,16.101469,0.11884375,16.03938
0.12054375,16.05511,0.11930625,15.965252
0.12151875,15.964634,0.11998125,15.79978
0.12190625,15.896725,0.12006562,15.703313
0.12104063,15.7928095,0.11945625,15.684075
0.12105937,15.728678,0.11971875,15.673253
0.12193125,15.673094,0.12095313,15.574559
0.1224375,15.613781,0.122109376,15.457374
0.122690625,15.484226,0.122690625,15.434955
0.12229375,15.434581,0.12157813,15.399722
0.12297188,15.373572,0.12203438,15.272109
0.1236875,15.283981,0.122603126,15.242897
0.123625,15.216972,0.122328125,15.175127
0.12388437,15.198625,0.12295625,15.037082
