_te_acc,_te_loss,_tr_acc,_tr_loss
0.0985921,24.763708,0.09963586,23.930984
0.09981834,13.741725,0.10037819,13.322169
0.10069688,2.7697449,0.10097813,2.7628386
0.101084374,2.7712796,0.101325,2.7621882
0.10116562,2.771349,0.1006625,2.7624173
0.10071875,2.7709765,0.10076875,2.759639
0.1007125,2.7635636,0.1000875,2.7604723
0.1008,2.7619257,0.1009125,2.7629023
0.10071875,2.7606337,0.10124688,2.7633836
0.100234374,2.7632086,0.1016625,2.7597673
0.10074063,2.759632,0.10139375,2.7583885
0.101025,2.7584739,0.10169375,2.7526898
0.10098437,2.7591894,0.101725,2.7486794
0.10097813,2.759697,0.10180625,2.7507796
0.1009375,2.754947,0.10153125,2.751222
0.101053126,2.754911,0.10126875,2.7520857
0.10174375,2.7537262,0.10097188,2.7497344
0.101365626,2.7547135,0.10137813,2.748247
0.10124375,2.7507076,0.100996874,2.7445824
0.100771874,2.7470813,0.101846874,2.7428577
0.10113125,2.7465894,0.10146875,2.74372
0.10179375,2.7456126,0.10133125,2.7409685
0.10177813,2.7454019,0.10198125,2.7402165
0.101275,2.7437816,0.102,2.740368
0.10080937,2.741056,0.10159375,2.7400832
0.10106875,2.7387094,0.10160937,2.7354848
0.10129375,2.7371907,0.10190625,2.7346485
0.10195938,2.7354417,0.10170937,2.7323296
0.10236875,2.734655,0.10125937,2.7279198
0.1012,2.7385552,0.10121562,2.7285235
0.101628125,2.7347114,0.10165312,2.7270312
0.10213438,2.7315197,0.102434374,2.7267392
0.10227188,2.7305298,0.10235938,2.727175
0.10178125,2.7336376,0.10146563,2.727183
0.10125312,2.7326343,0.10110313,2.7283847
0.10169688,2.733759,0.10108125,2.7267933
0.102521874,2.7305815,0.1017125,2.7251747
0.10246875,2.7272,0.10133438,2.7223089
0.1019875,2.7190757,0.101409376,2.7204099
0.1015125,2.718073,0.101534374,2.7168274
0.10235625,2.7176933,0.10188437,2.7136467
0.10304375,2.7214668,0.10129375,2.7177293
0.10282812,2.7225404,0.10150313,2.7199914
0.10249375,2.7201805,0.10192812,2.7164533
0.10201875,2.7160325,0.10218438,2.7138116
0.101490624,2.7148654,0.10258438,2.7135684
0.1017875,2.7153559,0.10272188,2.709726
0.10255312,2.7151277,0.10331875,2.7037663
0.10280938,2.7110758,0.10312813,2.7038934
0.103071876,2.7113066,0.1029,2.708399
0.10291875,2.7105963,0.10260625,2.708716
0.102775,2.7116678,0.10361875,2.7069821
0.10277812,2.7107656,0.10368437,2.706466
0.10274062,2.708982,0.10375625,2.704428
