_te_acc,_te_loss,_tr_acc,_tr_loss
0.101464406,51.077435,0.101511486,49.899994
0.10124342,40.64214,0.10144701,40.047684
0.1011875,30.207453,0.1015375,30.040268
0.10161875,29.892303,0.10088125,29.82925
0.10221875,29.58495,0.09975,29.592138
0.10179375,29.337072,0.10008437,29.2854
0.101540625,29.129469,0.10045,28.899128
0.1021875,28.932812,0.10200313,28.544106
0.10173125,28.682522,0.101803124,28.305843
0.101634376,28.36065,0.10112812,28.134281
0.10195938,28.131613,0.10055625,27.961893
0.1024125,27.914703,0.09980625,27.845362
0.10267188,27.647394,0.10073125,27.441162
0.10164688,27.392181,0.10125937,27.228931
0.10124063,27.1875,0.10126875,27.00385
0.100925,27.035053,0.10110938,26.830307
0.10152187,26.732944,0.10134062,26.601063
0.10133125,26.546043,0.10149375,26.347868
0.1016625,26.371912,0.10210312,26.008528
0.1026125,26.122671,0.1021875,25.757301
0.102825,25.886677,0.10281563,25.506453
0.10284375,25.690147,0.1020375,25.424269
0.1022625,25.509193,0.10237187,25.284603
0.102340624,25.26075,0.101625,25.106182
0.101984374,25.121578,0.10210312,24.884209
0.10254375,24.941877,0.1026,24.70034
0.102725,24.732971,0.10309687,24.484911
0.103646874,24.465225,0.103075,24.32647
0.103284374,24.40791,0.10362188,24.172628
0.10320625,24.23786,0.10331562,23.988203
0.10341562,24.008644,0.10325938,23.785275
0.10384063,23.806578,0.10224062,23.706078
0.10435625,23.63866,0.102759376,23.572659
0.10376562,23.531754,0.10340313,23.353659
0.103825,23.371054,0.103203125,23.174028
0.10367812,23.17326,0.103965625,22.907024
0.1043625,23.031715,0.1039375,22.804514
0.10433125,22.827257,0.10447188,22.671448
0.10444062,22.728502,0.10500938,22.499874
0.1049375,22.581179,0.1054875,22.350344
0.10488438,22.42586,0.1052875,22.176296
0.10579375,22.207062,0.10587188,22.064398
0.10579687,22.049395,0.10614687,21.85714
0.10587812,21.951553,0.10619687,21.748146
0.10565,21.84894,0.10600937,21.677702
0.1057,21.735067,0.10594375,21.623878
0.10680313,21.52784,0.10596875,21.403568
0.10655937,21.38695,0.105175,21.331533
0.10660625,21.216257,0.10564063,21.219652
0.10694375,21.134172,0.10592187,21.055958
0.10680313,21.019968,0.10595938,20.849194
0.107025,20.934376,0.10715,20.68495
0.10770938,20.803663,0.10657813,20.51544
0.10678125,20.664982,0.10781562,20.396595
0.10730313,20.472172,0.10698438,20.336056
0.107725,20.351992,0.10725,20.25739
0.10797188,20.192274,0.106565624,20.155373
0.10851875,20.067335,0.1070625,19.966808
0.10865937,20.00769,0.10757188,19.894579
0.10837813,19.960028,0.10744687,19.916857
